frame,time_sec,is_moving,knee_stiffness_risk,ankle_foot_alignment_risk,ankle_roll_risk,ankle_roll_angle_deg,ankle_roll_event,hip_displacement_proxy,landing_asymmetry_score,core_risk,status,injury_names,injury_descriptions,injury_preventions
0,0.0,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
1,0.033,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
2,0.067,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
3,0.1,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
4,0.133,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
5,0.167,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
6,0.2,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
7,0.233,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
8,0.267,False,0.0,0.734,0.388,23.578,False,0.578,0.489,0.444,acceptable,,,
9,0.3,False,0.0,0.734,0.267,14.862,False,0.637,0.484,0.439,acceptable,,,
10,0.333,False,0.0,0.722,0.246,17.872,False,0.655,0.474,0.433,acceptable,,,
11,0.367,False,0.002,0.704,0.278,20.873,False,0.667,0.461,0.43,acceptable,,,
12,0.4,False,0.057,0.669,0.353,24.967,False,0.682,0.439,0.437,acceptable,,,
13,0.433,False,0.119,0.627,0.404,25.91,False,0.711,0.406,0.438,acceptable,,,
14,0.467,False,0.163,0.582,0.257,17.679,False,0.736,0.343,0.405,acceptable,,,
15,0.5,False,0.178,0.553,0.161,14.586,False,0.76,0.293,0.379,acceptable,,,
16,0.533,False,0.185,0.549,0.116,14.974,False,0.766,0.264,0.366,acceptable,,,
17,0.567,True,0.164,0.584,0.123,19.091,False,0.757,0.243,0.36,caution,,,
18,0.6,True,0.098,0.651,0.158,23.497,False,0.74,0.227,0.356,caution,,,
19,0.633,True,0.101,0.697,0.152,20.255,False,0.742,0.275,0.382,caution,,,
20,0.667,True,0.102,0.739,0.113,15.153,False,0.742,0.328,0.406,caution,,,
21,0.7,True,0.091,0.774,0.146,22.47,False,0.728,0.348,0.419,caution,,,
22,0.733,True,0.075,0.809,0.125,17.259,False,0.699,0.349,0.416,caution,,,
23,0.767,True,0.081,0.838,0.062,,False,0.663,0.339,0.408,caution,,,
24,0.8,True,0.096,0.842,0.031,,False,0.631,0.279,0.383,caution,,,
25,0.833,True,0.144,0.777,0.016,,False,0.631,0.274,0.376,caution,,,
26,0.867,True,0.2,0.717,0.008,,False,0.629,0.291,0.38,caution,,,
27,0.9,True,0.258,0.679,0.004,,False,0.641,0.331,0.4,caution,,,
28,0.933,True,0.319,0.75,0.002,,False,0.676,0.338,0.434,caution,,,
29,0.967,True,0.384,0.865,0.148,30.646,False,0.725,0.315,0.484,caution,,,
30,1.0,True,0.435,0.933,0.186,25.692,False,0.76,0.301,0.511,caution,,,
31,1.033,True,0.491,0.966,0.195,24.24,False,0.787,0.289,0.53,caution,,,
32,1.067,True,0.519,0.983,0.189,22.789,False,0.795,0.302,0.545,caution,,,
33,1.1,True,0.506,0.992,0.177,21.623,False,0.793,0.327,0.551,caution,,,
34,1.133,True,0.485,0.996,0.166,20.813,False,0.79,0.339,0.55,caution,,,
35,1.167,True,0.44,0.968,0.168,21.958,False,0.775,0.378,0.547,caution,,,
36,1.2,True,0.411,0.946,0.179,23.231,False,0.765,0.405,0.546,caution,,,
37,1.233,True,0.397,0.9,0.176,22.112,False,0.751,0.441,0.544,caution,,,
38,1.267,True,0.366,0.843,0.088,,False,0.745,0.455,0.522,caution,,,
39,1.3,True,0.366,0.807,0.044,,False,0.752,0.455,0.511,caution,,,
40,1.333,True,0.361,0.779,0.022,,False,0.759,0.456,0.504,caution,,,
41,1.367,True,0.365,0.761,0.011,,False,0.761,0.461,0.502,caution,,,
42,1.4,True,0.377,0.718,0.005,,False,0.767,0.466,0.498,caution,,,
43,1.433,True,0.387,0.717,0.003,,False,0.773,0.467,0.501,caution,,,
44,1.467,True,0.391,0.709,0.001,,False,0.778,0.469,0.501,caution,,,
45,1.5,True,0.393,0.708,0.001,,False,0.773,0.472,0.501,caution,,,
46,1.533,True,0.393,0.706,0.0,1.358,False,0.768,0.477,0.502,caution,,,
47,1.567,True,0.398,0.7,0.0,0.929,False,0.765,0.478,0.502,caution,,,
48,1.6,True,0.404,0.691,0.0,0.512,False,0.76,0.477,0.5,caution,,,
49,1.633,True,0.397,0.689,0.026,6.911,False,0.749,0.473,0.498,caution,,,
50,1.667,True,0.394,0.689,0.071,9.199,False,0.741,0.466,0.498,caution,,,
51,1.7,True,0.395,0.695,0.249,20.182,False,0.719,0.472,0.516,caution,,,
52,1.733,True,0.379,0.703,0.295,17.343,False,0.707,0.478,0.519,caution,,,
53,1.767,True,0.328,0.721,0.317,17.861,False,0.713,0.478,0.516,caution,,,
54,1.8,True,0.29,0.767,0.334,19.227,False,0.729,0.448,0.511,caution,,,
55,1.833,True,0.266,0.813,0.347,19.692,False,0.749,0.408,0.506,caution,,,
56,1.867,True,0.257,0.821,0.407,22.944,False,0.763,0.376,0.502,caution,,,
57,1.9,True,0.27,0.812,0.363,16.609,False,0.773,0.351,0.492,caution,,,
58,1.933,True,0.35,0.789,0.209,7.625,False,0.777,0.308,0.473,caution,,,
59,1.967,True,0.469,0.754,0.2,13.076,False,0.767,0.25,0.467,caution,,,
60,2.0,True,0.48,0.748,0.212,16.29,False,0.76,0.225,0.46,caution,,,
61,2.033,True,0.414,0.735,0.227,17.965,False,0.759,0.213,0.441,caution,,,
62,2.067,True,0.299,0.687,0.195,15.708,False,0.75,0.225,0.408,caution,,,
63,2.1,True,0.15,0.59,0.098,-0.945,False,0.729,0.252,0.355,caution,,,
64,2.133,True,0.075,0.528,0.049,-1.167,False,0.686,0.191,0.295,acceptable,,,
65,2.167,True,0.037,0.525,0.024,0.016,False,0.654,0.118,0.255,acceptable,,,
66,2.2,True,0.019,0.531,0.012,4.118,False,0.635,0.079,0.234,acceptable,,,
67,2.233,True,0.009,0.552,0.006,-1.902,False,0.586,0.091,0.233,acceptable,,,
68,2.267,True,0.005,0.585,0.003,-2.831,False,0.557,0.091,0.234,acceptable,,,
69,2.3,True,0.002,0.631,0.002,-3.03,False,0.551,0.102,0.245,acceptable,,,
70,2.333,True,0.001,0.716,0.014,6.709,False,0.624,0.139,0.287,acceptable,,,
71,2.367,True,0.001,0.792,0.067,14.222,False,0.694,0.192,0.337,acceptable,,,
72,2.4,True,0.0,0.854,0.09,11.251,False,0.737,0.248,0.377,caution,,,
73,2.433,True,0.036,0.836,0.237,23.404,False,0.742,0.286,0.41,caution,,,
74,2.467,True,0.108,0.808,0.226,17.503,False,0.722,0.322,0.427,caution,,,
75,2.5,True,0.193,0.754,0.255,19.93,False,0.695,0.364,0.447,caution,,,
76,2.533,True,0.262,0.699,0.33,24.174,False,0.659,0.396,0.463,caution,,,
77,2.567,True,0.303,0.633,0.423,28.058,False,0.634,0.403,0.466,caution,,,
78,2.6,True,0.322,0.595,0.547,33.489,False,0.625,0.376,0.464,caution,,,
79,2.633,True,0.402,0.602,0.62,34.25,False,0.622,0.326,0.47,caution,,,
80,2.667,True,0.47,0.625,0.687,36.425,False,0.626,0.277,0.479,caution,,,
81,2.7,True,0.518,0.639,0.711,35.722,False,0.632,0.242,0.482,caution,,,
82,2.733,True,0.528,0.618,0.729,36.137,False,0.631,0.222,0.474,caution,,,
83,2.767,True,0.483,0.547,0.749,36.889,False,0.608,0.226,0.451,caution,,,
