frame,time_sec,is_moving,knee_stiffness_risk,ankle_foot_alignment_risk,ankle_roll_risk,ankle_roll_angle_deg,ankle_roll_event,hip_displacement_proxy,landing_asymmetry_score,core_risk,status,injury_names,injury_descriptions,injury_preventions
72,2.4,True,0.102,0.566,0.504,37.915,True,0.653,0.092,0.314,risky,Hip instability | Ankle sprain (ATFL tear) | Ankle roll (inversion/eversion),"The pelvis is displaced far from the base of support, transferring excessive stress to the knee and ankle. | The foot is not aligned with the body's momentum, creating lateral shearing forces on the ankle ligaments. | The foot is rolled sideways at the ankle (inversion/eversion), the classic lateral ankle-sprain mechanism. A severe roll can injure the ATFL and other lateral ankle ligaments.",Keep the hips centered over the feet and strengthen hip stabilizers for better control. | Land with the foot pointing along the direction of movement and keep the knee centered over the foot. | Land with the foot flat and pointed along the direction of movement; strengthen the peroneal muscles and practice stable single-leg landings.
73,2.433,True,0.216,0.572,0.502,30.666,True,0.622,0.121,0.344,risky,Hip instability | Ankle sprain (ATFL tear) | Ankle roll (inversion/eversion),"The pelvis is displaced far from the base of support, transferring excessive stress to the knee and ankle. | The foot is not aligned with the body's momentum, creating lateral shearing forces on the ankle ligaments. | The foot is rolled sideways at the ankle (inversion/eversion), the classic lateral ankle-sprain mechanism. A severe roll can injure the ATFL and other lateral ankle ligaments.",Keep the hips centered over the feet and strengthen hip stabilizers for better control. | Land with the foot pointing along the direction of movement and keep the knee centered over the foot. | Land with the foot flat and pointed along the direction of movement; strengthen the peroneal muscles and practice stable single-leg landings.
74,2.467,True,0.328,0.571,0.365,14.232,False,0.63,0.129,0.356,caution,,,
75,2.5,True,0.459,0.561,0.307,15.646,False,0.652,0.165,0.39,caution,,,
76,2.533,True,0.521,0.549,0.286,19.282,False,0.656,0.207,0.413,caution,,,
77,2.567,True,0.544,0.55,0.317,22.166,False,0.65,0.232,0.429,caution,,,
78,2.6,True,0.587,0.565,0.373,25.009,False,0.649,0.223,0.443,caution,,,
79,2.633,True,0.655,0.601,0.434,27.359,False,0.651,0.192,0.459,caution,,,
80,2.667,True,0.694,0.643,0.487,28.853,False,0.652,0.188,0.48,caution,,,
81,2.7,True,0.694,0.647,0.532,30.212,False,0.645,0.192,0.485,caution,,,
82,2.733,True,0.622,0.619,0.686,39.389,False,0.632,0.185,0.476,caution,,,
83,2.767,True,0.491,0.558,0.741,37.886,False,0.603,0.17,0.434,caution,,,
84,2.8,True,0.377,0.549,0.759,37.18,False,0.606,0.161,0.408,caution,,,
85,2.833,True,0.305,0.575,0.736,34.97,False,0.618,0.146,0.393,caution,,,
86,2.867,True,0.265,0.628,0.711,33.969,False,0.597,0.117,0.38,caution,,,
87,2.9,True,0.215,0.695,0.595,26.757,False,0.59,0.111,0.369,caution,,,
88,2.933,True,0.197,0.746,0.529,26.215,False,0.611,0.131,0.379,caution,,,
89,2.967,True,0.212,0.776,0.497,26.265,False,0.653,0.154,0.399,caution,,,
90,3.0,True,0.296,0.761,0.467,25.28,False,0.682,0.17,0.42,caution,,,
