frame,time_sec,is_moving,knee_stiffness_risk,ankle_foot_alignment_risk,ankle_roll_risk,ankle_roll_angle_deg,ankle_roll_event,hip_displacement_proxy,landing_asymmetry_score,core_risk,status,injury_names,injury_descriptions,injury_preventions
47,1.567,True,0.421,0.682,0.258,-7.397,False,0.818,0.313,0.479,caution,,,
48,1.6,True,0.307,0.673,0.217,-7.129,False,0.816,0.359,0.466,caution,,,
49,1.633,True,0.263,0.67,0.154,-4.752,False,0.817,0.414,0.469,caution,,,
50,1.667,True,0.244,0.669,0.114,-4.447,False,0.819,0.447,0.473,caution,,,
51,1.7,True,0.235,0.67,0.096,-4.343,False,0.824,0.46,0.475,caution,,,
52,1.733,True,0.219,0.669,0.061,-3.67,False,0.829,0.47,0.473,caution,,,
53,1.767,True,0.202,0.678,0.037,-2.377,False,0.832,0.472,0.47,caution,,,
54,1.8,True,0.19,0.684,0.028,-2.198,False,0.833,0.471,0.467,caution,,,
55,1.833,True,0.176,0.698,0.014,0.084,False,0.833,0.479,0.469,caution,,,
56,1.867,True,0.151,0.715,0.007,-0.065,False,0.833,0.488,0.47,caution,,,
57,1.9,True,0.134,0.727,0.003,0.316,False,0.833,0.494,0.47,caution,,,
58,1.933,True,0.12,0.734,0.002,0.653,False,0.832,0.496,0.47,caution,,,
59,1.967,True,0.102,0.745,0.001,1.008,False,0.832,0.501,0.47,caution,,,
60,2.0,True,0.088,0.756,0.0,0.187,False,0.834,0.506,0.471,caution,,,
61,2.033,True,0.067,0.766,0.001,0.415,False,0.836,0.503,0.468,caution,,,
62,2.067,True,0.048,0.762,0.007,0.945,False,0.836,0.509,0.466,caution,,,
63,2.1,True,0.024,0.759,0.015,1.146,False,0.832,0.504,0.46,caution,,,
64,2.133,True,0.012,0.757,0.019,0.786,False,0.829,0.496,0.454,caution,,,
65,2.167,True,0.006,0.756,0.02,0.858,False,0.827,0.49,0.45,caution,,,
66,2.2,True,0.003,0.747,0.021,-1.599,False,0.824,0.49,0.447,caution,,,
67,2.233,True,0.011,0.736,0.016,-2.458,False,0.825,0.483,0.444,caution,,,
68,2.267,True,0.033,0.729,0.008,-0.476,False,0.825,0.467,0.44,caution,,,
69,2.3,True,0.073,0.728,0.004,0.77,False,0.827,0.458,0.445,caution,,,
70,2.333,True,0.109,0.73,0.002,1.204,False,0.829,0.455,0.451,caution,,,
71,2.367,True,0.12,0.732,0.001,4.864,False,0.828,0.469,0.459,caution,,,
72,2.4,True,0.116,0.732,0.011,8.024,False,0.829,0.49,0.466,caution,,,
73,2.433,True,0.118,0.734,0.007,7.178,False,0.833,0.495,0.469,caution,,,
74,2.467,True,0.318,0.627,0.072,10.173,False,0.738,0.387,0.442,caution,,,
75,2.5,True,0.31,0.532,0.036,2.987,False,0.64,0.347,0.389,caution,,,
76,2.533,True,0.281,0.49,0.018,2.328,False,0.584,0.312,0.353,caution,,,
77,2.567,True,0.141,0.541,0.225,22.503,False,0.576,0.413,0.39,caution,,,
78,2.6,True,0.07,0.624,0.112,1.176,False,0.661,0.457,0.409,caution,,,
