frame,time_sec,is_moving,knee_stiffness_risk,ankle_foot_alignment_risk,ankle_roll_risk,ankle_roll_angle_deg,ankle_roll_event,hip_displacement_proxy,landing_asymmetry_score,core_risk,status,injury_names,injury_descriptions,injury_preventions
0,0.0,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
1,0.033,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
2,0.067,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
3,0.1,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
4,0.133,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
5,0.167,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
6,0.2,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
7,0.233,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
8,0.267,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
9,0.3,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
10,0.333,False,0.153,0.729,0.482,26.872,False,0.745,0.207,0.409,acceptable,,,
11,0.367,False,0.151,0.718,0.51,28.855,False,0.745,0.189,0.403,acceptable,,,
12,0.4,False,0.152,0.704,0.543,30.154,False,0.745,0.164,0.395,acceptable,,,
13,0.433,False,0.152,0.664,0.597,32.778,False,0.757,0.138,0.385,acceptable,,,
14,0.467,False,0.184,0.645,0.656,35.031,False,0.772,0.125,0.391,acceptable,,,
15,0.5,False,0.21,0.649,0.497,33.714,False,0.782,0.125,0.382,acceptable,,,
16,0.533,False,0.14,0.668,0.468,40.725,False,0.776,0.144,0.375,acceptable,,,
17,0.567,False,0.084,0.703,0.484,50.295,False,0.764,0.2,0.39,acceptable,,,
18,0.6,False,0.081,0.732,0.47,41.944,False,0.761,0.26,0.415,acceptable,,,
19,0.633,True,0.079,0.758,0.417,35.493,False,0.747,0.286,0.421,caution,,,
20,0.667,True,0.062,0.783,0.232,13.206,False,0.722,0.303,0.407,caution,,,
21,0.7,True,0.031,0.827,0.2,21.812,False,0.673,0.293,0.395,caution,,,
22,0.733,True,0.024,0.866,0.1,,False,0.623,0.258,0.372,caution,,,
23,0.767,True,0.026,0.88,0.05,,False,0.583,0.24,0.358,caution,,,
24,0.8,True,0.07,0.819,0.025,,False,0.591,0.269,0.363,caution,,,
25,0.833,True,0.17,0.704,0.013,,False,0.623,0.315,0.38,caution,,,
26,0.867,True,0.268,0.742,0.158,31.27,False,0.66,0.325,0.43,caution,,,
27,0.9,True,0.404,0.833,0.218,29.515,False,0.702,0.31,0.483,caution,,,
28,0.933,True,0.499,0.879,0.238,28.029,False,0.717,0.298,0.511,caution,,,
29,0.967,True,0.557,0.91,0.237,26.459,False,0.732,0.293,0.53,caution,,,
30,1.0,True,0.604,0.937,0.217,23.77,False,0.741,0.297,0.545,caution,,,
31,1.033,True,0.597,0.949,0.175,19.375,False,0.743,0.304,0.545,caution,,,
32,1.067,True,0.579,0.955,0.177,22.515,False,0.745,0.316,0.547,caution,,,
33,1.1,True,0.491,0.938,0.148,18.305,False,0.742,0.343,0.532,caution,,,
34,1.133,True,0.439,0.9,0.131,17.994,False,0.731,0.38,0.524,caution,,,
35,1.167,True,0.397,0.851,0.153,22.208,False,0.724,0.419,0.52,caution,,,
36,1.2,True,0.357,0.832,0.143,19.353,False,0.728,0.432,0.512,caution,,,
37,1.233,True,0.332,0.807,0.116,16.265,False,0.73,0.443,0.504,caution,,,
38,1.267,True,0.341,0.781,0.058,6.208,False,0.743,0.442,0.496,caution,,,
39,1.3,True,0.346,0.76,0.029,4.023,False,0.756,0.436,0.49,caution,,,
40,1.333,True,0.356,0.75,0.015,2.926,False,0.767,0.432,0.489,caution,,,
41,1.367,True,0.365,0.712,0.007,1.058,False,0.771,0.429,0.482,caution,,,
42,1.4,True,0.375,0.684,0.004,0.335,False,0.776,0.421,0.476,caution,,,
43,1.433,True,0.389,0.663,0.002,1.546,False,0.778,0.414,0.472,caution,,,
44,1.467,True,0.4,0.643,0.001,3.896,False,0.77,0.412,0.468,caution,,,
45,1.5,False,0.408,0.625,0.099,13.094,False,0.763,0.41,0.474,acceptable,,,
46,1.533,False,0.412,0.615,0.164,13.573,False,0.755,0.411,0.479,acceptable,,,
47,1.567,True,0.402,0.625,0.248,19.145,False,0.729,0.437,0.492,caution,,,
48,1.6,True,0.385,0.643,0.245,17.205,False,0.706,0.48,0.504,caution,,,
49,1.633,True,0.377,0.654,0.178,12.904,False,0.709,0.516,0.511,caution,,,
50,1.667,True,0.352,0.668,0.19,15.671,False,0.729,0.519,0.514,caution,,,
51,1.7,True,0.33,0.682,0.204,17.285,False,0.746,0.503,0.511,caution,,,
52,1.733,True,0.305,0.704,0.242,19.755,False,0.75,0.471,0.503,caution,,,
53,1.767,True,0.282,0.759,0.359,26.652,False,0.752,0.401,0.497,caution,,,
54,1.8,True,0.271,0.797,0.424,27.137,False,0.754,0.38,0.502,caution,,,
55,1.833,True,0.276,0.801,0.416,23.952,False,0.762,0.41,0.515,caution,,,
56,1.867,True,0.281,0.793,0.384,21.453,False,0.771,0.425,0.518,caution,,,
57,1.9,True,0.298,0.781,0.242,11.007,False,0.77,0.403,0.497,caution,,,
58,1.933,True,0.354,0.769,0.205,14.228,False,0.764,0.348,0.481,caution,,,
59,1.967,True,0.484,0.76,0.252,18.391,False,0.751,0.273,0.482,caution,,,
60,2.0,True,0.378,0.748,0.352,25.812,False,0.76,0.264,0.467,caution,,,
61,2.033,True,0.278,0.696,0.336,21.232,False,0.796,0.267,0.441,caution,,,
62,2.067,True,0.19,0.659,0.348,22.566,False,0.848,0.242,0.416,caution,,,
63,2.1,True,0.157,0.569,0.361,20.85,False,0.905,0.224,0.395,caution,,,
64,2.133,True,0.098,0.48,0.311,17.436,False,0.952,0.185,0.354,caution,,,
65,2.167,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
66,2.2,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
67,2.233,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
68,2.267,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
69,2.3,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
70,2.333,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
71,2.367,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
72,2.4,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
73,2.433,True,0.275,0.575,0.454,30.893,False,0.739,0.236,0.409,caution,,,
74,2.467,True,0.367,0.619,0.495,28.783,False,0.637,0.262,0.434,caution,,,
75,2.5,True,0.413,0.638,0.496,27.372,False,0.586,0.276,0.444,caution,,,
76,2.533,True,0.44,0.637,0.479,26.201,False,0.561,0.286,0.448,caution,,,
77,2.567,True,0.441,0.637,0.475,26.467,False,0.551,0.3,0.451,caution,,,
78,2.6,True,0.43,0.632,0.499,28.323,False,0.551,0.313,0.455,caution,,,
79,2.633,True,0.438,0.604,0.533,29.824,False,0.56,0.31,0.454,caution,,,
80,2.667,True,0.457,0.571,0.568,31.123,False,0.569,0.304,0.454,caution,,,
81,2.7,True,0.503,0.577,0.616,33.207,False,0.58,0.28,0.463,caution,,,
82,2.733,True,0.58,0.605,0.651,34.053,False,0.592,0.244,0.476,caution,,,
83,2.767,True,0.634,0.619,0.654,32.971,False,0.599,0.214,0.481,caution,,,
