frame,time_sec,is_moving,knee_stiffness_risk,ankle_foot_alignment_risk,ankle_roll_risk,ankle_roll_angle_deg,ankle_roll_event,hip_displacement_proxy,landing_asymmetry_score,core_risk,status,injury_names,injury_descriptions,injury_preventions
64,2.133,True,0.051,0.729,0.34,18.915,False,0.888,0.198,0.393,caution,,,
65,2.167,True,0.112,0.644,0.363,23.516,False,0.897,0.169,0.381,caution,,,
66,2.2,True,0.265,0.537,0.458,29.383,False,0.878,0.118,0.379,caution,,,
67,2.233,True,0.392,0.492,0.523,30.566,False,0.834,0.087,0.385,caution,,,
68,2.267,True,0.441,0.464,0.603,33.908,False,0.795,0.077,0.387,caution,,,
69,2.3,True,0.432,0.461,0.589,30.117,False,0.746,0.073,0.375,caution,,,
70,2.333,True,0.381,0.452,0.553,28.087,False,0.727,0.073,0.357,caution,,,
71,2.367,True,0.313,0.478,0.504,25.944,False,0.767,0.099,0.358,caution,,,
72,2.4,True,0.26,0.517,0.494,26.917,False,0.811,0.12,0.369,caution,,,
73,2.433,True,0.218,0.583,0.47,25.597,False,0.824,0.165,0.388,caution,,,
74,2.467,True,0.195,0.653,0.409,22.156,False,0.829,0.216,0.41,caution,,,
75,2.5,True,0.202,0.696,0.29,15.686,False,0.815,0.27,0.425,caution,,,
76,2.533,True,0.241,0.696,0.266,18.466,False,0.769,0.318,0.441,caution,,,
77,2.567,True,0.272,0.688,0.269,19.55,False,0.727,0.359,0.454,caution,,,
78,2.6,True,0.301,0.655,0.307,22.056,False,0.7,0.387,0.462,caution,,,
79,2.633,True,0.328,0.624,0.362,24.584,False,0.684,0.389,0.465,caution,,,
80,2.667,True,0.409,0.645,0.417,26.556,False,0.674,0.334,0.47,caution,,,
81,2.7,True,0.493,0.667,0.496,30.107,False,0.666,0.283,0.481,caution,,,
82,2.733,True,0.58,0.697,0.549,31.096,False,0.666,0.228,0.49,caution,,,
83,2.767,True,0.658,0.725,0.571,30.77,False,0.668,0.212,0.508,caution,,,
84,2.8,True,0.651,0.697,0.654,35.79,False,0.659,0.188,0.5,caution,,,
85,2.833,True,0.585,0.679,0.69,35.384,False,0.661,0.17,0.48,caution,,,
86,2.867,True,0.442,0.627,0.708,35.401,False,0.662,0.161,0.44,caution,,,
87,2.9,True,0.236,0.672,0.659,31.393,False,0.658,0.147,0.398,caution,,,
88,2.933,True,0.126,0.753,0.61,29.622,False,0.639,0.133,0.379,caution,,,
89,2.967,True,0.063,0.794,0.558,27.725,False,0.631,0.113,0.361,caution,,,
90,3.0,True,0.032,0.845,0.57,30.386,False,0.66,0.105,0.368,caution,,,
