frame,time_sec,is_moving,knee_stiffness_risk,ankle_foot_alignment_risk,ankle_roll_risk,ankle_roll_angle_deg,ankle_roll_event,hip_displacement_proxy,landing_asymmetry_score,core_risk,status,injury_names,injury_descriptions,injury_preventions
0,0.0,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
1,0.033,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
2,0.067,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
3,0.1,False,0.211,0.684,0.616,31.577,False,0.574,0.252,0.415,acceptable,,,
4,0.133,False,0.121,0.7,0.596,30.14,False,0.576,0.229,0.391,acceptable,,,
5,0.167,False,0.068,0.716,0.581,29.793,False,0.579,0.237,0.384,acceptable,,,
6,0.2,False,0.037,0.715,0.521,26.126,False,0.603,0.239,0.377,acceptable,,,
7,0.233,False,0.058,0.701,0.495,26.419,False,0.643,0.243,0.383,acceptable,,,
8,0.267,False,0.096,0.661,0.453,24.353,False,0.679,0.246,0.385,acceptable,,,
9,0.3,False,0.135,0.622,0.458,26.245,False,0.701,0.253,0.391,acceptable,,,
10,0.333,False,0.169,0.589,0.329,23.939,False,0.664,0.287,0.384,acceptable,,,
11,0.367,False,0.205,0.537,0.258,23.099,False,0.642,0.298,0.375,acceptable,,,
12,0.4,True,0.24,0.477,0.206,20.821,False,0.653,0.313,0.372,caution,,,
13,0.433,True,0.271,0.439,0.169,19.195,False,0.673,0.331,0.376,caution,,,
14,0.467,True,0.296,0.42,0.141,17.886,False,0.669,0.371,0.387,caution,,,
15,0.5,True,0.301,0.435,0.095,13.406,False,0.635,0.4,0.392,caution,,,
16,0.533,True,0.267,0.49,0.047,9.965,False,0.63,0.43,0.401,caution,,,
17,0.567,True,0.195,0.594,0.024,0.484,False,0.654,0.406,0.4,caution,,,
18,0.6,True,0.097,0.666,0.012,4.82,False,0.691,0.369,0.387,caution,,,
19,0.633,True,0.049,0.726,0.021,12.152,False,0.737,0.291,0.369,caution,,,
20,0.667,True,0.024,0.716,0.011,7.483,False,0.791,0.35,0.39,caution,,,
21,0.7,True,0.017,0.78,0.026,12.84,False,0.779,0.396,0.417,caution,,,
22,0.733,True,0.01,0.829,0.115,24.329,False,0.735,0.415,0.435,caution,,,
23,0.767,True,0.04,0.869,0.228,33.857,False,0.697,0.371,0.439,caution,,,
24,0.8,True,0.082,0.885,0.114,,False,0.678,0.324,0.42,caution,,,
25,0.833,True,0.167,0.813,0.057,,False,0.67,0.326,0.416,caution,,,
26,0.867,True,0.25,0.693,0.189,32.533,False,0.661,0.353,0.43,caution,,,
27,0.9,True,0.328,0.742,0.223,28.013,False,0.683,0.353,0.462,caution,,,
28,0.933,True,0.448,0.834,0.22,25.157,False,0.712,0.316,0.496,caution,,,
29,0.967,True,0.557,0.885,0.213,24.386,False,0.732,0.281,0.518,caution,,,
30,1.0,True,0.611,0.924,0.198,22.845,False,0.747,0.27,0.534,caution,,,
31,1.033,True,0.642,0.962,0.161,18.693,False,0.76,0.257,0.541,caution,,,
32,1.067,True,0.501,0.936,0.121,15.606,False,0.762,0.296,0.517,caution,,,
33,1.1,True,0.409,0.88,0.165,24.658,False,0.758,0.351,0.511,caution,,,
34,1.133,True,0.36,0.826,0.175,22.919,False,0.751,0.39,0.504,caution,,,
35,1.167,True,0.339,0.791,0.087,4.124,False,0.762,0.398,0.488,caution,,,
36,1.2,True,0.359,0.736,0.044,,False,0.805,0.369,0.473,caution,,,
37,1.233,True,0.372,0.678,0.022,,False,0.831,0.352,0.46,caution,,,
38,1.267,True,0.377,0.648,0.011,1.369,False,0.838,0.353,0.455,caution,,,
39,1.3,True,0.379,0.649,0.005,2.093,False,0.841,0.364,0.459,caution,,,
40,1.333,True,0.38,0.648,0.003,2.548,False,0.839,0.376,0.463,caution,,,
41,1.367,True,0.382,0.651,0.001,2.46,False,0.831,0.396,0.47,caution,,,
42,1.4,True,0.386,0.647,0.001,3.513,False,0.813,0.416,0.474,caution,,,
43,1.433,True,0.39,0.646,0.0,4.626,False,0.796,0.435,0.479,caution,,,
44,1.467,True,0.391,0.651,0.0,6.348,False,0.779,0.45,0.483,caution,,,
45,1.5,True,0.389,0.669,0.222,25.565,False,0.727,0.513,0.522,caution,,,
46,1.533,True,0.387,0.681,0.367,27.932,False,0.7,0.55,0.548,caution,,,
47,1.567,True,0.388,0.689,0.455,29.012,False,0.691,0.568,0.563,caution,,,
48,1.6,True,0.392,0.691,0.491,28.454,False,0.687,0.577,0.571,caution,,,
49,1.633,True,0.387,0.698,0.512,28.818,False,0.697,0.581,0.576,caution,,,
50,1.667,True,0.38,0.702,0.503,27.275,False,0.702,0.574,0.573,caution,,,
51,1.7,True,0.367,0.696,0.471,25.23,False,0.704,0.54,0.554,caution,,,
52,1.733,True,0.337,0.702,0.441,22.455,False,0.71,0.469,0.523,caution,,,
53,1.767,True,0.314,0.734,0.328,13.605,False,0.719,0.435,0.503,caution,,,
54,1.8,True,0.292,0.776,0.245,14.179,False,0.731,0.443,0.503,caution,,,
55,1.833,True,0.265,0.781,0.192,14.471,False,0.743,0.441,0.494,caution,,,
56,1.867,True,0.264,0.772,0.096,5.961,False,0.752,0.414,0.475,caution,,,
57,1.9,True,0.282,0.761,0.06,8.22,False,0.756,0.355,0.452,caution,,,
58,1.933,True,0.301,0.753,0.149,16.357,False,0.751,0.317,0.449,caution,,,
59,1.967,True,0.299,0.732,0.172,14.096,False,0.739,0.295,0.438,caution,,,
60,2.0,True,0.321,0.699,0.13,11.425,False,0.749,0.243,0.415,caution,,,
61,2.033,True,0.214,0.664,0.146,12.087,False,0.845,0.218,0.393,caution,,,
62,2.067,True,0.116,0.612,0.082,7.792,False,0.877,0.194,0.353,caution,,,
63,2.1,True,0.12,0.574,0.067,10.857,False,0.868,0.192,0.343,caution,,,
64,2.133,True,0.181,0.498,0.066,12.263,False,0.799,0.192,0.33,caution,,,
65,2.167,True,0.357,0.452,0.133,17.042,False,0.743,0.137,0.335,caution,,,
66,2.2,True,0.528,0.44,0.279,24.827,False,0.714,0.087,0.359,caution,,,
67,2.233,True,0.594,0.48,0.378,26.743,False,0.726,0.074,0.387,caution,,,
68,2.267,True,0.622,0.491,0.411,25.549,False,0.745,0.08,0.404,caution,,,
69,2.3,True,0.597,0.475,0.369,21.435,False,0.74,0.093,0.395,caution,,,
70,2.333,True,0.492,0.483,0.383,23.889,False,0.737,0.092,0.376,caution,,,
71,2.367,True,0.459,0.529,0.412,25.449,False,0.734,0.124,0.392,caution,,,
72,2.4,True,0.49,0.566,0.359,20.732,False,0.673,0.161,0.405,caution,,,
73,2.433,True,0.564,0.568,0.306,15.422,False,0.621,0.202,0.421,caution,,,
74,2.467,True,0.603,0.565,0.271,14.765,False,0.601,0.223,0.429,caution,,,
75,2.5,True,0.596,0.571,0.24,14.772,False,0.593,0.249,0.434,caution,,,
76,2.533,True,0.57,0.587,0.259,19.717,False,0.596,0.262,0.439,caution,,,
77,2.567,True,0.621,0.596,0.306,22.375,False,0.604,0.242,0.449,caution,,,
78,2.6,True,0.677,0.614,0.375,25.552,False,0.614,0.217,0.464,caution,,,
79,2.633,True,0.681,0.639,0.428,26.846,False,0.622,0.208,0.473,caution,,,
80,2.667,True,0.687,0.653,0.524,31.708,False,0.631,0.21,0.489,caution,,,
81,2.7,True,0.68,0.656,0.663,38.084,False,0.656,0.218,0.508,caution,,,
82,2.733,True,0.599,0.646,0.703,36.011,False,0.699,0.229,0.505,caution,,,
83,2.767,True,0.496,0.582,0.702,34.535,False,0.721,0.221,0.471,caution,,,
