frame,time_sec,is_moving,knee_stiffness_risk,ankle_foot_alignment_risk,ankle_roll_risk,ankle_roll_angle_deg,ankle_roll_event,hip_displacement_proxy,landing_asymmetry_score,core_risk,status,injury_names,injury_descriptions,injury_preventions
0,0.0,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
1,0.033,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
2,0.067,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
3,0.1,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
4,0.133,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
5,0.167,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
6,0.2,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
7,0.233,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
8,0.267,False,0.346,0.7,0.56,29.61,False,0.713,0.152,0.425,acceptable,,,
9,0.3,False,0.313,0.697,0.398,13.468,False,0.715,0.194,0.417,acceptable,,,
10,0.333,False,0.291,0.707,0.448,27.44,False,0.724,0.203,0.424,acceptable,,,
11,0.367,False,0.315,0.654,0.495,28.981,False,0.736,0.175,0.415,acceptable,,,
12,0.4,False,0.372,0.608,0.379,28.426,False,0.75,0.104,0.383,acceptable,,,
13,0.433,False,0.397,0.66,0.365,34.497,False,0.762,0.103,0.398,acceptable,,,
14,0.467,False,0.304,0.679,0.396,39.854,False,0.769,0.162,0.408,acceptable,,,
15,0.5,False,0.219,0.67,0.404,38.805,False,0.764,0.225,0.411,acceptable,,,
16,0.533,False,0.136,0.678,0.375,34.199,False,0.745,0.296,0.416,acceptable,,,
17,0.567,True,0.068,0.714,0.309,27.095,False,0.713,0.356,0.419,caution,,,
18,0.6,True,0.034,0.76,0.285,28.19,False,0.661,0.38,0.419,caution,,,
19,0.633,True,0.017,0.833,0.151,11.231,False,0.61,0.368,0.405,caution,,,
20,0.667,True,0.009,0.888,0.087,11.664,False,0.579,0.327,0.389,caution,,,
21,0.7,True,0.004,0.919,0.102,18.183,False,0.56,0.28,0.377,caution,,,
22,0.733,True,0.002,0.898,0.051,,False,0.582,0.266,0.366,caution,,,
23,0.767,True,0.011,0.811,0.026,,False,0.62,0.293,0.362,caution,,,
24,0.8,True,0.103,0.766,0.013,,False,0.668,0.331,0.391,caution,,,
25,0.833,True,0.204,0.867,0.006,,False,0.747,0.336,0.444,caution,,,
26,0.867,True,0.274,0.909,0.136,28.63,False,0.781,0.34,0.486,caution,,,
27,0.9,True,0.317,0.948,0.203,28.931,False,0.791,0.347,0.514,caution,,,
28,0.933,True,0.353,0.974,0.212,25.442,False,0.8,0.341,0.526,caution,,,
29,0.967,True,0.4,0.987,0.195,22.445,False,0.803,0.337,0.535,caution,,,
30,1.0,True,0.433,0.993,0.153,17.836,False,0.797,0.338,0.538,caution,,,
31,1.033,True,0.453,0.997,0.148,20.0,False,0.797,0.339,0.543,caution,,,
32,1.067,True,0.468,0.998,0.107,14.658,False,0.794,0.33,0.539,caution,,,
33,1.1,True,0.42,0.959,0.054,,False,0.783,0.364,0.526,caution,,,
34,1.133,True,0.388,0.893,0.027,,False,0.761,0.41,0.516,caution,,,
35,1.167,True,0.376,0.83,0.013,,False,0.763,0.418,0.503,caution,,,
36,1.2,True,0.371,0.783,0.007,,False,0.771,0.429,0.497,caution,,,
37,1.233,True,0.371,0.731,0.003,,False,0.778,0.436,0.49,caution,,,
38,1.267,True,0.374,0.729,0.002,,False,0.781,0.439,0.492,caution,,,
39,1.3,True,0.375,0.727,0.001,,False,0.783,0.441,0.492,caution,,,
40,1.333,True,0.378,0.713,0.0,,False,0.797,0.426,0.487,caution,,,
41,1.367,True,0.382,0.696,0.0,,False,0.806,0.415,0.482,caution,,,
42,1.4,True,0.385,0.687,0.0,,False,0.803,0.411,0.479,caution,,,
43,1.433,True,0.387,0.682,0.0,,False,0.799,0.411,0.477,caution,,,
44,1.467,False,0.385,0.687,0.0,4.304,False,0.785,0.418,0.479,acceptable,,,
45,1.5,False,0.383,0.699,0.0,4.51,False,0.763,0.433,0.482,acceptable,,,
46,1.533,False,0.378,0.712,0.056,12.153,False,0.733,0.452,0.492,acceptable,,,
47,1.567,True,0.371,0.716,0.028,8.725,False,0.717,0.46,0.489,caution,,,
48,1.6,True,0.365,0.72,0.108,16.565,False,0.708,0.464,0.497,caution,,,
49,1.633,True,0.347,0.73,0.228,22.182,False,0.708,0.456,0.504,caution,,,
50,1.667,True,0.31,0.737,0.23,18.104,False,0.711,0.44,0.493,caution,,,
51,1.7,True,0.277,0.739,0.246,19.148,False,0.715,0.434,0.487,caution,,,
52,1.733,True,0.252,0.766,0.276,20.733,False,0.726,0.415,0.485,caution,,,
53,1.767,True,0.239,0.819,0.303,21.545,False,0.739,0.387,0.488,caution,,,
54,1.8,True,0.248,0.843,0.399,27.327,False,0.748,0.379,0.503,caution,,,
55,1.833,True,0.248,0.846,0.503,31.22,False,0.761,0.38,0.516,caution,,,
56,1.867,True,0.218,0.839,0.423,22.034,False,0.779,0.363,0.498,caution,,,
57,1.9,True,0.213,0.827,0.342,19.095,False,0.787,0.33,0.476,caution,,,
58,1.933,True,0.279,0.814,0.368,23.808,False,0.782,0.268,0.467,caution,,,
59,1.967,True,0.36,0.804,0.399,25.069,False,0.774,0.221,0.466,caution,,,
60,2.0,True,0.376,0.798,0.457,28.033,False,0.769,0.177,0.458,caution,,,
61,2.033,True,0.188,0.775,0.257,11.978,False,0.827,0.155,0.397,caution,,,
62,2.067,True,0.094,0.679,0.128,-0.774,False,0.791,0.195,0.354,caution,,,
63,2.1,True,0.047,0.547,0.064,-1.572,False,0.751,0.215,0.313,caution,,,
64,2.133,True,0.024,0.474,0.032,5.71,False,0.71,0.168,0.268,caution,,,
65,2.167,True,0.012,0.432,0.029,7.485,False,0.672,0.128,0.237,caution,,,
66,2.2,True,0.006,0.45,0.054,8.868,False,0.662,0.081,0.224,caution,,,
67,2.233,True,0.118,0.492,0.129,14.717,False,0.699,0.11,0.278,caution,,,
68,2.267,True,0.137,0.549,0.188,17.515,False,0.725,0.121,0.307,caution,,,
69,2.3,True,0.154,0.607,0.269,16.969,False,0.757,0.139,0.342,caution,,,
70,2.333,True,0.183,0.66,0.311,21.058,False,0.712,0.175,0.368,caution,,,
71,2.367,True,0.214,0.697,0.338,22.773,False,0.666,0.21,0.389,caution,,,
72,2.4,True,0.271,0.717,0.277,17.547,False,0.635,0.243,0.406,caution,,,
73,2.433,True,0.318,0.712,0.239,17.045,False,0.617,0.282,0.421,caution,,,
74,2.467,True,0.351,0.691,0.247,18.938,False,0.616,0.323,0.438,caution,,,
75,2.5,True,0.35,0.648,0.293,21.852,False,0.627,0.333,0.44,caution,,,
76,2.533,True,0.344,0.625,0.338,23.38,False,0.634,0.337,0.441,caution,,,
77,2.567,True,0.386,0.633,0.438,28.844,False,0.636,0.318,0.454,caution,,,
78,2.6,True,0.441,0.66,0.548,33.034,False,0.638,0.285,0.47,caution,,,
79,2.633,True,0.51,0.69,0.585,33.322,False,0.644,0.236,0.478,caution,,,
