frame,time_sec,is_moving,knee_stiffness_risk,ankle_foot_alignment_risk,ankle_roll_risk,ankle_roll_angle_deg,ankle_roll_event,hip_displacement_proxy,landing_asymmetry_score,core_risk,status,injury_names,injury_descriptions,injury_preventions
0,0.0,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
1,0.033,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
2,0.067,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
3,0.1,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
4,0.133,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
5,0.167,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
6,0.2,False,0.0,0.854,0.388,23.568,False,0.712,0.372,0.447,acceptable,,,
7,0.233,False,0.0,0.855,0.375,22.681,False,0.712,0.375,0.446,acceptable,,,
8,0.267,False,0.0,0.85,0.358,21.97,False,0.714,0.368,0.442,acceptable,,,
9,0.3,False,0.0,0.816,0.366,23.073,False,0.722,0.363,0.435,acceptable,,,
10,0.333,False,0.0,0.785,0.402,25.353,False,0.736,0.353,0.431,acceptable,,,
11,0.367,False,0.05,0.743,0.298,23.579,False,0.763,0.292,0.405,acceptable,,,
12,0.4,False,0.108,0.667,0.276,27.797,False,0.792,0.217,0.378,acceptable,,,
13,0.433,False,0.197,0.676,0.251,25.836,False,0.819,0.167,0.381,acceptable,,,
14,0.467,False,0.269,0.7,0.232,24.88,False,0.833,0.154,0.396,acceptable,,,
15,0.5,True,0.291,0.707,0.207,22.694,False,0.844,0.161,0.403,caution,,,
16,0.533,True,0.231,0.684,0.226,27.126,False,0.837,0.173,0.392,caution,,,
17,0.567,True,0.115,0.699,0.252,29.459,False,0.804,0.185,0.374,caution,,,
18,0.6,True,0.058,0.729,0.196,19.857,False,0.778,0.212,0.368,caution,,,
19,0.633,True,0.029,0.759,0.133,14.818,False,0.745,0.243,0.368,caution,,,
20,0.667,True,0.014,0.794,0.066,,False,0.717,0.227,0.355,caution,,,
21,0.7,True,0.007,0.826,0.033,,False,0.652,0.179,0.331,caution,,,
22,0.733,True,0.004,0.842,0.017,,False,0.594,0.17,0.319,caution,,,
23,0.767,True,0.002,0.755,0.008,,False,0.605,0.179,0.306,caution,,,
24,0.8,True,0.001,0.722,0.004,,False,0.653,0.202,0.314,caution,,,
25,0.833,True,0.089,0.789,0.002,,False,0.71,0.23,0.363,caution,,,
26,0.867,True,0.159,0.838,0.16,32.221,False,0.749,0.246,0.414,caution,,,
27,0.9,True,0.292,0.901,0.217,29.16,False,0.769,0.238,0.459,caution,,,
28,0.933,True,0.372,0.943,0.233,27.406,False,0.771,0.241,0.486,caution,,,
29,0.967,True,0.42,0.972,0.244,27.927,False,0.771,0.256,0.508,caution,,,
30,1.0,True,0.458,0.981,0.239,26.379,False,0.768,0.269,0.521,caution,,,
31,1.033,True,0.44,0.991,0.232,25.71,False,0.769,0.297,0.529,caution,,,
32,1.067,True,0.4,0.965,0.219,24.391,False,0.772,0.344,0.531,caution,,,
33,1.1,True,0.368,0.926,0.186,20.726,False,0.766,0.388,0.528,caution,,,
34,1.133,True,0.35,0.892,0.158,19.058,False,0.754,0.417,0.523,caution,,,
35,1.167,True,0.328,0.836,0.131,17.363,False,0.748,0.425,0.507,caution,,,
36,1.2,True,0.308,0.783,0.112,16.507,False,0.747,0.425,0.49,caution,,,
37,1.233,True,0.31,0.746,0.087,14.265,False,0.746,0.439,0.485,caution,,,
38,1.267,True,0.314,0.712,0.043,4.008,False,0.745,0.454,0.48,caution,,,
39,1.3,True,0.331,0.683,0.022,2.585,False,0.739,0.474,0.482,caution,,,
40,1.333,True,0.358,0.661,0.011,2.405,False,0.74,0.489,0.487,caution,,,
41,1.367,True,0.377,0.654,0.005,2.786,False,0.75,0.493,0.492,caution,,,
42,1.4,True,0.384,0.641,0.003,2.493,False,0.759,0.495,0.492,caution,,,
43,1.433,True,0.386,0.636,0.001,3.049,False,0.764,0.499,0.494,caution,,,
44,1.467,True,0.388,0.627,0.001,4.78,False,0.757,0.509,0.495,caution,,,
45,1.5,True,0.386,0.621,0.0,5.658,False,0.744,0.519,0.495,caution,,,
46,1.533,True,0.382,0.619,0.0,7.677,False,0.733,0.527,0.495,caution,,,
47,1.567,False,0.378,0.614,0.0,7.298,False,0.722,0.534,0.494,acceptable,,,
48,1.6,False,0.378,0.607,0.0,5.09,False,0.714,0.538,0.492,acceptable,,,
49,1.633,True,0.356,0.595,0.0,-2.564,False,0.722,0.508,0.476,caution,,,
50,1.667,True,0.34,0.579,0.0,-1.463,False,0.732,0.483,0.463,caution,,,
51,1.7,True,0.329,0.569,0.0,-0.183,False,0.74,0.464,0.453,caution,,,
52,1.733,True,0.319,0.56,0.032,12.274,False,0.724,0.47,0.452,caution,,,
53,1.767,True,0.307,0.579,0.016,8.345,False,0.709,0.495,0.458,caution,,,
54,1.8,True,0.304,0.599,0.014,5.704,False,0.703,0.505,0.464,caution,,,
55,1.833,True,0.295,0.653,0.015,8.665,False,0.71,0.461,0.459,caution,,,
56,1.867,True,0.291,0.717,0.03,11.563,False,0.717,0.439,0.466,caution,,,
57,1.9,True,0.293,0.769,0.181,21.09,False,0.725,0.411,0.483,caution,,,
58,1.933,True,0.289,0.792,0.296,24.397,False,0.738,0.367,0.485,caution,,,
59,1.967,True,0.317,0.797,0.244,16.723,False,0.754,0.324,0.474,caution,,,
60,2.0,True,0.382,0.796,0.258,19.49,False,0.772,0.273,0.473,caution,,,
61,2.033,True,0.447,0.794,0.38,27.58,False,0.789,0.225,0.483,caution,,,
62,2.067,True,0.384,0.788,0.437,27.268,False,0.821,0.22,0.478,caution,,,
63,2.1,True,0.292,0.775,0.421,24.198,False,0.854,0.215,0.459,caution,,,
64,2.133,True,0.178,0.713,0.345,19.424,False,0.925,0.2,0.422,caution,,,
65,2.167,True,0.107,0.622,0.313,17.424,False,0.963,0.167,0.38,caution,,,
66,2.2,True,0.054,0.542,0.211,11.524,False,0.905,0.228,0.356,caution,,,
67,2.233,True,0.027,0.445,0.189,6.227,False,0.859,0.157,0.297,acceptable,,,
68,2.267,True,0.083,0.481,0.216,16.163,False,0.807,0.113,0.295,acceptable,,,
69,2.3,True,0.141,0.576,0.376,28.767,False,0.788,0.116,0.34,acceptable,,,
70,2.333,True,0.153,0.616,0.435,27.254,False,0.743,0.113,0.348,acceptable,,,
71,2.367,True,0.163,0.634,0.494,29.4,False,0.69,0.13,0.358,caution,,,
72,2.4,True,0.146,0.677,0.538,30.332,False,0.679,0.14,0.369,caution,,,
73,2.433,True,0.109,0.749,0.531,28.386,False,0.731,0.155,0.389,caution,,,
74,2.467,True,0.117,0.788,0.504,26.693,False,0.765,0.193,0.414,caution,,,
75,2.5,True,0.146,0.793,0.514,28.323,False,0.797,0.233,0.44,caution,,,
76,2.533,True,0.165,0.795,0.476,25.359,False,0.836,0.267,0.459,caution,,,
77,2.567,True,0.159,0.788,0.41,21.999,False,0.868,0.28,0.459,caution,,,
78,2.6,True,0.168,0.768,0.308,17.245,False,0.859,0.292,0.449,caution,,,
79,2.633,True,0.192,0.716,0.268,18.005,False,0.835,0.301,0.439,caution,,,
80,2.667,True,0.251,0.671,0.317,22.764,False,0.812,0.27,0.432,caution,,,
81,2.7,True,0.382,0.678,0.468,31.688,False,0.797,0.255,0.468,caution,,,
82,2.733,True,0.446,0.686,0.61,36.3,False,0.788,0.241,0.49,caution,,,
83,2.767,True,0.488,0.697,0.703,37.857,False,0.785,0.233,0.507,caution,,,
