frame,time_sec,is_moving,knee_stiffness_risk,ankle_foot_alignment_risk,ankle_roll_risk,ankle_roll_angle_deg,ankle_roll_event,hip_displacement_proxy,landing_asymmetry_score,core_risk,status,injury_names,injury_descriptions,injury_preventions
0,0.0,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
1,0.033,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
2,0.067,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
3,0.1,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
4,0.133,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
5,0.167,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
6,0.2,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,acceptable,,,
7,0.233,False,0.344,0.79,0.472,26.531,False,0.681,0.21,0.45,acceptable,,,
8,0.267,False,0.308,0.812,0.457,25.455,False,0.688,0.205,0.445,acceptable,,,
9,0.3,False,0.264,0.829,0.426,23.841,False,0.696,0.207,0.438,acceptable,,,
10,0.333,False,0.212,0.845,0.393,22.588,False,0.704,0.213,0.431,acceptable,,,
11,0.367,False,0.18,0.857,0.366,21.88,False,0.71,0.214,0.426,acceptable,,,
12,0.4,False,0.171,0.85,0.313,19.101,False,0.713,0.202,0.413,acceptable,,,
13,0.433,False,0.192,0.809,0.281,27.466,False,0.711,0.166,0.393,acceptable,,,
14,0.467,False,0.136,0.78,0.305,32.975,False,0.706,0.113,0.359,acceptable,,,
15,0.5,False,0.139,0.717,0.362,39.314,False,0.706,0.142,0.363,acceptable,,,
16,0.533,True,0.14,0.696,0.411,42.249,False,0.716,0.221,0.393,caution,,,
17,0.567,True,0.134,0.679,0.39,35.83,False,0.714,0.323,0.422,caution,,,
18,0.6,True,0.134,0.676,0.356,32.544,False,0.705,0.396,0.442,caution,,,
19,0.633,True,0.106,0.711,0.303,27.547,False,0.671,0.405,0.436,caution,,,
20,0.667,True,0.053,0.772,0.278,27.726,False,0.645,0.373,0.42,caution,,,
21,0.7,True,0.027,0.832,0.27,28.321,False,0.623,0.337,0.41,caution,,,
22,0.733,True,0.039,0.854,0.325,36.648,False,0.609,0.286,0.403,caution,,,
23,0.767,True,0.101,0.765,0.163,,False,0.623,0.267,0.376,caution,,,
24,0.8,True,0.178,0.721,0.081,,False,0.659,0.278,0.384,caution,,,
25,0.833,True,0.238,0.703,0.041,,False,0.672,0.292,0.395,caution,,,
26,0.867,True,0.337,0.754,0.02,,False,0.689,0.287,0.424,caution,,,
27,0.9,True,0.459,0.834,0.01,,False,0.71,0.269,0.46,caution,,,
28,0.933,True,0.552,0.878,0.102,23.56,False,0.728,0.247,0.492,caution,,,
29,0.967,True,0.532,0.914,0.129,20.874,False,0.746,0.266,0.507,caution,,,
30,1.0,True,0.506,0.92,0.119,17.722,False,0.75,0.294,0.512,caution,,,
31,1.033,True,0.484,0.929,0.118,18.196,False,0.759,0.304,0.515,caution,,,
32,1.067,True,0.418,0.887,0.059,8.954,False,0.767,0.328,0.497,caution,,,
33,1.1,True,0.389,0.829,0.03,7.625,False,0.777,0.351,0.486,caution,,,
34,1.133,True,0.379,0.751,0.015,,False,0.794,0.361,0.473,caution,,,
35,1.167,True,0.383,0.677,0.007,,False,0.812,0.352,0.458,caution,,,
36,1.2,True,0.394,0.607,0.004,,False,0.811,0.346,0.443,caution,,,
37,1.233,True,0.393,0.583,0.002,1.989,False,0.809,0.346,0.438,caution,,,
38,1.267,True,0.391,0.568,0.001,1.381,False,0.807,0.349,0.435,caution,,,
39,1.3,True,0.395,0.563,0.0,1.642,False,0.804,0.354,0.436,caution,,,
40,1.333,True,0.398,0.561,0.0,2.454,False,0.797,0.361,0.438,caution,,,
41,1.367,True,0.402,0.566,0.0,6.225,False,0.789,0.372,0.442,caution,,,
42,1.4,True,0.397,0.574,0.0,5.734,False,0.777,0.385,0.445,caution,,,
43,1.433,True,0.385,0.605,0.0,9.486,False,0.728,0.452,0.465,caution,,,
44,1.467,True,0.354,0.633,0.129,19.054,False,0.709,0.491,0.489,caution,,,
45,1.5,True,0.326,0.655,0.194,19.039,False,0.714,0.515,0.503,caution,,,
46,1.533,True,0.291,0.676,0.304,24.522,False,0.712,0.501,0.506,caution,,,
47,1.567,True,0.26,0.698,0.334,22.705,False,0.715,0.467,0.496,caution,,,
48,1.6,True,0.234,0.711,0.242,15.259,False,0.72,0.438,0.475,caution,,,
49,1.633,True,0.202,0.754,0.127,6.115,False,0.732,0.418,0.46,caution,,,
50,1.667,True,0.197,0.794,0.07,4.338,False,0.744,0.428,0.466,caution,,,
51,1.7,True,0.195,0.796,0.05,7.044,False,0.755,0.435,0.469,caution,,,
52,1.733,True,0.205,0.784,0.025,7.973,False,0.762,0.424,0.463,caution,,,
53,1.767,True,0.207,0.774,0.013,4.472,False,0.767,0.4,0.453,caution,,,
54,1.8,True,0.231,0.77,0.066,12.28,False,0.768,0.364,0.449,caution,,,
55,1.833,True,0.274,0.768,0.294,28.25,False,0.76,0.283,0.451,caution,,,
56,1.867,True,0.246,0.719,0.433,30.053,False,0.732,0.271,0.441,caution,,,
57,1.9,True,0.185,0.638,0.433,25.13,False,0.715,0.253,0.404,caution,,,
58,1.933,True,0.116,0.586,0.394,22.428,False,0.719,0.217,0.364,caution,,,
59,1.967,True,0.058,0.518,0.276,15.115,False,0.734,0.193,0.32,caution,,,
60,2.0,True,0.029,0.454,0.194,12.981,False,0.712,0.169,0.282,acceptable,,,
61,2.033,True,0.035,0.493,0.199,13.417,False,0.674,0.115,0.267,acceptable,,,
62,2.067,True,0.068,0.559,0.181,14.314,False,0.647,0.094,0.273,acceptable,,,
63,2.1,True,0.099,0.614,0.205,18.037,False,0.65,0.1,0.295,acceptable,,,
64,2.133,True,0.15,0.635,0.291,23.185,False,0.714,0.117,0.334,acceptable,,,
65,2.167,True,0.177,0.669,0.351,24.358,False,0.755,0.142,0.367,caution,,,
66,2.2,True,0.207,0.687,0.343,21.733,False,0.761,0.179,0.39,caution,,,
67,2.233,True,0.206,0.719,0.387,25.109,False,0.733,0.214,0.409,caution,,,
68,2.267,True,0.227,0.722,0.347,20.724,False,0.682,0.262,0.418,caution,,,
69,2.3,True,0.274,0.685,0.331,21.015,False,0.62,0.301,0.423,caution,,,
70,2.333,True,0.313,0.639,0.35,22.895,False,0.596,0.323,0.428,caution,,,
71,2.367,True,0.328,0.606,0.369,23.617,False,0.587,0.337,0.43,caution,,,
72,2.4,True,0.351,0.564,0.412,25.901,False,0.59,0.333,0.429,caution,,,
73,2.433,True,0.431,0.578,0.461,27.891,False,0.604,0.292,0.441,caution,,,
74,2.467,True,0.555,0.625,0.578,34.289,False,0.628,0.269,0.482,caution,,,
75,2.5,True,0.624,0.654,0.66,36.012,False,0.653,0.263,0.512,caution,,,
76,2.533,True,0.645,0.626,0.681,34.536,False,0.67,0.246,0.509,caution,,,
77,2.567,True,0.58,0.557,0.716,36.327,False,0.685,0.219,0.479,caution,,,
78,2.6,True,0.495,0.502,0.765,38.503,False,0.691,0.197,0.449,caution,,,
79,2.633,True,0.387,0.525,0.754,35.99,False,0.684,0.18,0.424,caution,,,
80,2.667,True,0.327,0.566,0.691,32.015,False,0.665,0.15,0.4,caution,,,
81,2.7,True,0.245,0.623,0.643,30.842,False,0.636,0.133,0.38,caution,,,
82,2.733,True,0.181,0.691,0.613,30.363,False,0.619,0.122,0.371,caution,,,
83,2.767,True,0.145,0.749,0.526,25.377,False,0.626,0.121,0.368,caution,,,
