frame,time_sec,is_moving,knee_stiffness_risk,ankle_foot_alignment_risk,hip_displacement_proxy,landing_asymmetry_score,core_risk,status
55,1.833,True,0.3071829047275709,0.7827793769666608,0.7790424278582357,0.3966090944499906,0.5519399412717445,caution
56,1.867,True,0.6274738876283794,0.7663641879491268,0.7463959844129229,0.18424609959469976,0.5318495664304972,caution
57,1.9,True,0.777180150129765,0.7541969713884319,0.7590250937799962,0.14317738459248142,0.5456609701168504,caution
58,1.933,True,0.7069109337592571,0.7098277282055295,0.7189850967578215,0.12155218675621313,0.5047215350918581,caution
59,1.967,True,0.21033740250948288,0.6889495778958253,0.8380542572204399,0.2114656709788295,0.4484734772963005,caution
60,2.0,True,0.15309855694502394,0.5932579710816345,0.8878917431784396,0.19478860138602364,0.40995687467536934,caution
61,2.033,True,0.11236483770715527,0.6006298292097644,0.9001312227115021,0.2032767858577374,0.4088284747612938,caution
62,2.067,True,0.1763484192647411,0.4219330146779441,0.9811506585637187,0.19941317432662115,0.3788167980552066,caution
63,2.1,True,0.039274093213018904,0.35412722279893183,0.9897925139541802,0.18324073135433752,0.3266961185494285,acceptable
64,2.133,True,0.29972035446292133,0.5002299717865484,0.8071536071113412,0.19115056263471436,0.3979888004174,caution
65,2.167,True,0.25718307212445257,0.6659040829573863,0.49241278901151797,0.15590613547769983,0.37963690508102904,caution
66,2.2,True,0.06317063994534594,0.6592798032306084,0.4130748680504963,0.06073093438187703,0.2936351261994831,acceptable
67,2.233,True,0.3360354480652607,0.7025795938810588,0.5142382602254514,0.2080754612129857,0.4279431182357325,caution
68,2.267,True,0.17625611190576934,0.6406976854654955,0.5137418570574873,0.12571721136090144,0.3485228305557411,acceptable
69,2.3,True,0.2421578213285195,0.6976023238996699,0.6088638961421602,0.17673017990489243,0.41089740882364123,caution
70,2.333,True,0.23732666540135078,0.7050245298943201,0.595017833131928,0.17281640122752817,0.4087111074479902,caution
71,2.367,True,0.19906181909833956,0.8345281106471754,0.752988773117997,0.229746032020123,0.48353022418856306,caution
72,2.4,True,0.26036811456565295,0.8045337405213102,0.7211594918593445,0.3148043971204165,0.511789207840571,caution
73,2.433,True,0.4529323512183802,0.6701160692832651,0.5259313641797099,0.2871258083387146,0.47100502857416215,caution
74,2.467,True,0.4645563409823446,0.640392626012368,0.5594316866717467,0.29721636661312867,0.47296953731553637,caution
75,2.5,True,0.44091244330768076,0.6105488850926561,0.5416034983574368,0.3170310210634095,0.4635485363151418,caution
76,2.533,True,0.41332149127447665,0.6029515511859516,0.5556318661987043,0.3341446771832322,0.4638451805546177,caution
77,2.567,True,0.40946026777578154,0.5907852014902082,0.5687790882369681,0.33511908310290944,0.4617361563237823,caution
78,2.6,True,0.5157466446650996,0.551408711912178,0.593057587320524,0.2759236487762897,0.45410385767645334,caution
79,2.633,True,0.413402345928798,0.561641830769026,0.593811479577732,0.3143995607787491,0.4502845866256894,caution
80,2.667,True,0.6099648256691536,0.6356117610505093,0.5996004297533294,0.21972293320688735,0.4795195845343935,caution
81,2.7,True,0.7037073374428396,0.6224124951961277,0.6167968069027409,0.165994023128751,0.4780826451778802,caution
82,2.733,True,0.6675517770142919,0.5839605912331276,0.6026467128357086,0.15535685641222582,0.45347043944243204,caution
83,2.767,True,0.6687243371196945,0.5931776123104615,0.5947138244864653,0.1604082113754047,0.4570480987714387,caution
84,2.8,True,0.6682403160875579,0.550721377890213,0.5798057800063797,0.14511496228935344,0.43662558038680616,caution
85,2.833,True,0.5727612220263467,0.4898211740952908,0.5505458809010912,0.15591543992876133,0.3986508827440867,caution
86,2.867,True,0.45879668988107075,0.5987690388887779,0.5884327253669611,0.13011705068196155,0.40519592618657824,caution
87,2.9,True,0.4193417729300255,0.6221919760873679,0.5716598143516779,0.12514131570082634,0.40007438006025636,caution
88,2.933,True,0.358469031163133,0.7312906756145636,0.5717124968280469,0.14406208679618254,0.4272596138198666,caution
89,2.967,True,0.031585960467492666,0.9596518846453976,0.5728347750219415,0.09945432334861301,0.4149469869124236,caution
90,3.0,True,0.055029797202372575,0.9521047276037431,0.6449181869477342,0.11885846827288071,0.4349755696592658,caution
91,3.033,True,0.24182507786742388,0.8519489284439862,0.6252428874009743,0.2009059977335741,0.46805322642357766,caution
